model,device,ctx_K,batch,dense_tpot_p50_ms,dense_tpot_p99_ms,sparse_tpot_p50_ms,sparse_tpot_p99_ms,speedup_dense_over_sparse,dense_hbf_stall_ms,sparse_hbf_stall_ms,dense_throughput_tok_s,sparse_throughput_tok_s,source
deepseek-llm-67b-chat,a100,4,16,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03,simulated
deepseek-llm-67b-chat,a100,4,32,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03,simulated
deepseek-llm-67b-chat,a100,4,64,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03,simulated
deepseek-llm-67b-chat,a100,4,128,145.64,145.64,145.64,145.64,1.0,0.0,0.0,55.03,55.03,simulated
deepseek-llm-67b-chat,a100,8,4,226.76,254.95,226.76,254.95,1.0,0.0,0.0,31.41,31.41,simulated
deepseek-llm-67b-chat,a100,8,8,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,8,16,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,8,32,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,8,64,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,8,128,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,16,4,226.76,254.95,226.76,254.95,1.0,0.0,0.0,31.41,31.41,simulated
deepseek-llm-67b-chat,a100,16,8,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,16,16,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,16,32,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,16,64,145.69,145.69,145.69,145.69,1.0,0.0,0.0,55.01,55.01,simulated
deepseek-llm-67b-chat,a100,16,128,145.7900,145.7900,145.6900,145.6900,1.0007,0.1000,0.0000,877.98,878.58,analytical
deepseek-llm-67b-chat,a100,32,4,226.76,254.95,226.76,254.95,1.0,0.0,0.0,31.41,31.41,simulated
deepseek-llm-67b-chat,a100,32,8,156.9,156.9,145.69,145.69,1.077,44.83,0.0,51.07,55.01,simulated
deepseek-llm-67b-chat,a100,32,16,156.9,156.9,145.69,145.69,1.077,44.83,0.0,51.07,55.01,simulated
deepseek-llm-67b-chat,a100,32,32,156.9,156.9,145.69,145.69,1.077,44.83,0.0,51.07,55.01,simulated
deepseek-llm-67b-chat,a100,32,64,145.7543,145.7543,145.6900,145.6900,1.0004,0.0643,0.0000,439.10,439.29,analytical
deepseek-llm-67b-chat,a100,32,128,145.9900,145.9900,145.6900,145.6900,1.0021,0.3000,0.0000,876.77,878.58,analytical
deepseek-llm-67b-chat,a100,64,4,260.19,288.37,226.76,254.95,1.147,133.7,0.0,27.77,31.41,simulated
deepseek-llm-67b-chat,a100,64,8,285.08,285.08,145.69,145.69,1.957,557.57,0.0,28.09,55.01,simulated
deepseek-llm-67b-chat,a100,64,16,285.08,285.08,145.69,145.69,1.957,557.57,0.0,28.09,55.01,simulated
deepseek-llm-67b-chat,a100,64,32,168.8384,168.8384,145.6900,145.6900,1.1589,23.1484,0.0000,189.53,219.64,analytical
deepseek-llm-67b-chat,a100,64,64,145.8686,145.8686,145.6900,145.6900,1.0012,0.1786,0.0000,438.75,439.29,analytical
deepseek-llm-67b-chat,a100,64,128,146.3900,146.3900,145.6900,145.6900,1.0048,0.7000,0.0000,874.38,878.58,analytical
deepseek-llm-67b-chat,a100,128,4,492.6,542.42,226.76,254.95,2.172,1149.89,0.0,14.76,31.41,simulated
deepseek-llm-67b-chat,a100,128,8,542.4,542.4,145.69,145.69,3.723,1586.84,0.0,14.76,55.01,simulated
deepseek-llm-67b-chat,a100,128,16,541.4400,541.4400,145.6900,145.6900,3.7164,395.7500,0.0000,29.55,109.82,analytical
deepseek-llm-67b-chat,a100,128,32,195.4290,195.4290,145.6900,145.6900,1.3414,49.7390,0.0000,163.74,219.64,analytical
deepseek-llm-67b-chat,a100,128,64,146.0971,146.0971,145.6900,145.6900,1.0028,0.4071,0.0000,438.06,439.29,analytical
deepseek-llm-67b-chat,a100,128,128,147.1900,147.1900,145.6900,145.6900,1.0103,1.5000,0.0000,869.62,878.58,analytical
deepseek-llm-67b-chat,a100,256,4,963.2,1062.82,226.76,254.95,4.248,3231.49,0.0,7.53,31.41,simulated
deepseek-llm-67b-chat,a100,256,8,1056.4229,1056.4229,145.6900,145.6900,7.2512,910.7329,0.0000,7.57,54.91,analytical
deepseek-llm-67b-chat,a100,256,16,1054.1600,1054.1600,145.6900,145.6900,7.2356,908.4700,0.0000,15.18,109.82,analytical
deepseek-llm-67b-chat,a100,256,32,248.6103,248.6103,145.6900,145.6900,1.7064,102.9203,0.0000,128.72,219.64,analytical
deepseek-llm-67b-chat,a100,256,64,146.5543,146.5543,145.6900,145.6900,1.0059,0.8643,0.0000,436.70,439.29,analytical
deepseek-llm-67b-chat,a100,256,128,148.7900,148.7900,145.6900,145.6900,1.0213,3.1000,0.0000,860.27,878.58,analytical
deepseek-llm-67b-chat,a100,512,4,1900.6843,2120.6435,226.7600,253.0021,8.3819,1673.9243,0.0000,2.10,17.64,analytical
deepseek-llm-67b-chat,a100,512,8,2084.6057,2084.6057,145.6900,145.6900,14.3085,1938.9157,0.0000,3.84,54.91,analytical
deepseek-llm-67b-chat,a100,512,16,2079.6000,2079.6000,145.6900,145.6900,14.2741,1933.9100,0.0000,7.69,109.82,analytical
deepseek-llm-67b-chat,a100,512,32,354.9727,354.9727,145.6900,145.6900,2.4365,209.2827,0.0000,90.15,219.64,analytical
deepseek-llm-67b-chat,a100,512,64,147.4686,147.4686,145.6900,145.6900,1.0122,1.7786,0.0000,433.99,439.29,analytical
deepseek-llm-67b-chat,a100,512,128,151.9900,151.9900,145.6900,145.6900,1.0432,6.3000,0.0000,842.16,878.58,analytical
deepseek-llm-67b-chat,a40,4,4,622.54,699.75,624.28,701.69,0.997,0.0,0.0,11.44,11.41,simulated
deepseek-llm-67b-chat,a40,4,8,399.47,399.47,399.79,399.79,0.999,0.0,0.0,20.04,20.02,simulated
deepseek-llm-67b-chat,a40,4,16,399.48,399.48,399.47,399.47,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,4,32,399.46,399.46,399.46,399.46,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,4,64,399.47,399.47,399.46,399.46,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,4,128,399.47,399.47,399.47,399.47,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,8,4,622.54,699.75,622.54,699.75,1.0,0.0,0.0,11.44,11.44,simulated
deepseek-llm-67b-chat,a40,8,8,399.48,399.48,399.48,399.48,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,8,16,399.48,399.48,399.48,399.48,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,8,32,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,8,64,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,8,128,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,16,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44,simulated
deepseek-llm-67b-chat,a40,16,8,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,16,16,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,16,32,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,16,64,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,16,128,399.5300,399.5300,399.4900,399.4900,1.0001,0.0400,0.0000,320.38,320.41,analytical
deepseek-llm-67b-chat,a40,32,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44,simulated
deepseek-llm-67b-chat,a40,32,8,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,32,16,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,32,32,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,32,64,399.5157,399.5157,399.4900,399.4900,1.0001,0.0257,0.0000,160.19,160.20,analytical
deepseek-llm-67b-chat,a40,32,128,399.6100,399.6100,399.4900,399.4900,1.0003,0.1200,0.0000,320.31,320.41,analytical
deepseek-llm-67b-chat,a40,64,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44,simulated
deepseek-llm-67b-chat,a40,64,8,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,64,16,399.49,399.49,399.49,399.49,1.0,0.0,0.0,20.04,20.04,simulated
deepseek-llm-67b-chat,a40,64,32,399.5177,399.5177,399.4900,399.4900,1.0001,0.0277,0.0000,80.10,80.10,analytical
deepseek-llm-67b-chat,a40,64,64,399.5614,399.5614,399.4900,399.4900,1.0002,0.0714,0.0000,160.18,160.20,analytical
deepseek-llm-67b-chat,a40,64,128,399.7700,399.7700,399.4900,399.4900,1.0007,0.2800,0.0000,320.18,320.41,analytical
deepseek-llm-67b-chat,a40,128,4,622.56,699.76,622.56,699.76,1.0,0.0,0.0,11.44,11.44,simulated
deepseek-llm-67b-chat,a40,128,8,590.72,590.72,399.49,399.49,1.479,764.91,0.0,13.55,20.04,simulated
deepseek-llm-67b-chat,a40,128,16,399.5023,399.5023,399.4900,399.4900,1.0000,0.0123,0.0000,40.05,40.05,analytical
deepseek-llm-67b-chat,a40,128,32,399.5636,399.5636,399.4900,399.4900,1.0002,0.0736,0.0000,80.09,80.10,analytical
deepseek-llm-67b-chat,a40,128,64,399.6529,399.6529,399.4900,399.4900,1.0004,0.1629,0.0000,160.14,160.20,analytical
deepseek-llm-67b-chat,a40,128,128,400.0900,400.0900,399.4900,399.4900,1.0015,0.6000,0.0000,319.93,320.41,analytical
deepseek-llm-67b-chat,a40,256,4,1005.75,1105.37,622.56,699.76,1.616,1622.42,0.0,7.24,11.44,simulated
deepseek-llm-67b-chat,a40,256,8,744.0461,744.0461,399.4900,399.4900,1.8625,344.5561,0.0000,10.75,20.03,analytical
deepseek-llm-67b-chat,a40,256,16,399.5225,399.5225,399.4900,399.4900,1.0001,0.0325,0.0000,40.05,40.05,analytical
deepseek-llm-67b-chat,a40,256,32,399.6554,399.6554,399.4900,399.4900,1.0004,0.1654,0.0000,80.07,80.10,analytical
deepseek-llm-67b-chat,a40,256,64,399.8357,399.8357,399.4900,399.4900,1.0009,0.3457,0.0000,160.07,160.20,analytical
deepseek-llm-67b-chat,a40,256,128,400.7300,400.7300,399.4900,399.4900,1.0031,1.2400,0.0000,319.42,320.41,analytical
deepseek-llm-67b-chat,a40,512,4,1288.8162,1444.0477,622.5600,697.5443,2.0702,666.2562,0.0000,3.10,6.43,analytical
deepseek-llm-67b-chat,a40,512,8,1118.1045,1118.1045,399.4900,399.4900,2.7988,718.6145,0.0000,7.15,20.03,analytical
deepseek-llm-67b-chat,a40,512,16,399.5629,399.5629,399.4900,399.4900,1.0002,0.0729,0.0000,40.04,40.05,analytical
deepseek-llm-67b-chat,a40,512,32,399.8390,399.8390,399.4900,399.4900,1.0009,0.3490,0.0000,80.03,80.10,analytical
deepseek-llm-67b-chat,a40,512,64,400.2014,400.2014,399.4900,399.4900,1.0018,0.7114,0.0000,159.92,160.20,analytical
deepseek-llm-67b-chat,a40,512,128,402.0100,402.0100,399.4900,399.4900,1.0063,2.5200,0.0000,318.40,320.41,analytical
deepseek-llm-67b-chat,h100,4,4,123.23,138.51,122.79,138.02,1.004,0.0,0.0,57.86,58.07,simulated
deepseek-llm-67b-chat,h100,4,8,79.07,79.07,79.06,79.06,1.0,0.0,0.0,101.5,101.51,simulated
deepseek-llm-67b-chat,h100,4,16,78.93,78.93,78.94,78.94,1.0,0.0,0.0,101.68,101.67,simulated
deepseek-llm-67b-chat,h100,4,32,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.69,101.69,simulated
deepseek-llm-67b-chat,h100,4,64,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.69,101.69,simulated
deepseek-llm-67b-chat,h100,4,128,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.69,101.69,simulated
deepseek-llm-67b-chat,h100,8,4,122.69,137.91,122.69,137.91,1.0,0.0,0.0,58.12,58.12,simulated
deepseek-llm-67b-chat,h100,8,8,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67,simulated
deepseek-llm-67b-chat,h100,8,16,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67,simulated
deepseek-llm-67b-chat,h100,8,32,78.93,78.93,78.93,78.93,1.0,0.0,0.0,101.68,101.68,simulated
deepseek-llm-67b-chat,h100,8,64,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67,simulated
deepseek-llm-67b-chat,h100,8,128,78.94,78.94,78.94,78.94,1.0,0.0,0.0,101.67,101.67,simulated
deepseek-llm-67b-chat,h100,16,4,122.69,137.9,122.69,137.9,1.0,0.0,0.0,58.12,58.12,simulated
deepseek-llm-67b-chat,h100,16,8,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68,simulated
deepseek-llm-67b-chat,h100,16,16,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68,simulated
deepseek-llm-67b-chat,h100,16,32,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68,simulated
deepseek-llm-67b-chat,h100,16,64,80.85,80.85,78.93,78.93,1.024,7.66,0.0,99.27,101.68,simulated
deepseek-llm-67b-chat,h100,16,128,78.9600,78.9600,78.9400,78.9400,1.0003,0.0200,0.0000,1621.07,1621.48,analytical
deepseek-llm-67b-chat,h100,32,4,131.4,146.61,122.69,137.9,1.071,34.84,0.0,54.66,58.12,simulated
deepseek-llm-67b-chat,h100,32,8,143.84,143.84,78.93,78.93,1.822,259.65,0.0,55.71,101.68,simulated
deepseek-llm-67b-chat,h100,32,16,143.84,143.84,78.93,78.93,1.822,259.65,0.0,55.71,101.68,simulated
deepseek-llm-67b-chat,h100,32,32,143.84,143.84,78.93,78.93,1.822,259.65,0.0,55.71,101.68,simulated
deepseek-llm-67b-chat,h100,32,64,83.4550,83.4550,78.9300,78.9300,1.0573,4.5250,0.0000,766.88,810.85,analytical
deepseek-llm-67b-chat,h100,32,128,79.0000,79.0000,78.9400,78.9400,1.0008,0.0600,0.0000,1620.25,1621.48,analytical
deepseek-llm-67b-chat,h100,64,4,247.61,272.52,122.69,137.9,2.018,538.48,0.0,29.38,58.12,simulated
deepseek-llm-67b-chat,h100,64,8,272.5,272.5,78.93,78.93,3.452,774.29,0.0,29.38,101.68,simulated
deepseek-llm-67b-chat,h100,64,16,272.5,272.5,78.93,78.93,3.452,774.29,0.0,29.38,101.68,simulated
deepseek-llm-67b-chat,h100,64,32,269.8200,269.8200,78.9300,78.9300,3.4185,190.8900,0.0000,118.60,405.42,analytical
deepseek-llm-67b-chat,h100,64,64,88.9350,88.9350,78.9300,78.9300,1.1268,10.0050,0.0000,719.63,810.85,analytical
deepseek-llm-67b-chat,h100,64,128,79.0800,79.0800,78.9400,78.9400,1.0018,0.1400,0.0000,1618.61,1621.48,analytical
deepseek-llm-67b-chat,h100,128,4,481.77,531.58,122.69,137.9,3.927,1574.73,0.0,15.06,58.12,simulated
deepseek-llm-67b-chat,h100,128,8,531.56,531.56,78.93,78.93,6.735,1810.53,0.0,15.06,101.68,simulated
deepseek-llm-67b-chat,h100,128,16,528.0971,528.0971,78.9300,78.9300,6.6907,449.1671,0.0000,30.30,202.71,analytical
deepseek-llm-67b-chat,h100,128,32,521.7800,521.7800,78.9300,78.9300,6.6107,442.8500,0.0000,61.33,405.42,analytical
deepseek-llm-67b-chat,h100,128,64,99.8950,99.8950,78.9300,78.9300,1.2656,20.9650,0.0000,640.67,810.85,analytical
deepseek-llm-67b-chat,h100,128,128,79.2400,79.2400,78.9400,78.9400,1.0038,0.3000,0.0000,1615.35,1621.48,analytical
deepseek-llm-67b-chat,h100,256,4,963.2,1062.82,122.69,137.9,7.851,3699.66,0.0,7.53,58.12,simulated
deepseek-llm-67b-chat,h100,256,8,1046.8108,1046.8108,78.9300,78.9300,13.2625,967.8808,0.0000,7.64,101.36,analytical
deepseek-llm-67b-chat,h100,256,16,1039.6743,1039.6743,78.9300,78.9300,13.1721,960.7443,0.0000,15.39,202.71,analytical
deepseek-llm-67b-chat,h100,256,32,1025.7000,1025.7000,78.9300,78.9300,12.9951,946.7700,0.0000,31.20,405.42,analytical
deepseek-llm-67b-chat,h100,256,64,121.8150,121.8150,78.9300,78.9300,1.5433,42.8850,0.0000,525.39,810.85,analytical
deepseek-llm-67b-chat,h100,256,128,79.5600,79.5600,78.9400,78.9400,1.0079,0.6200,0.0000,1608.85,1621.48,analytical
deepseek-llm-67b-chat,h100,512,4,1912.9461,2130.2541,122.6900,136.6274,15.5917,1790.2561,0.0000,2.09,32.60,analytical
deepseek-llm-67b-chat,h100,512,8,2078.1555,2078.1555,78.9300,78.9300,26.3291,1999.2255,0.0000,3.85,101.36,analytical
deepseek-llm-67b-chat,h100,512,16,2062.8286,2062.8286,78.9300,78.9300,26.1349,1983.8986,0.0000,7.76,202.71,analytical
deepseek-llm-67b-chat,h100,512,32,2033.5400,2033.5400,78.9300,78.9300,25.7638,1954.6100,0.0000,15.74,405.42,analytical
deepseek-llm-67b-chat,h100,512,64,165.6550,165.6550,78.9300,78.9300,2.0988,86.7250,0.0000,386.35,810.85,analytical
deepseek-llm-67b-chat,h100,512,128,80.2000,80.2000,78.9400,78.9400,1.0160,1.2600,0.0000,1596.01,1621.48,analytical
internlm-20b,a100,4,4,76.0,85.42,75.97,85.39,1.0,0.0,0.0,93.93,93.97,simulated
internlm-20b,a100,4,8,59.91,59.91,58.84,58.84,1.018,4.33,0.0,134.09,136.54,simulated
internlm-20b,a100,4,16,59.92,59.92,58.84,58.84,1.018,4.32,0.0,134.09,136.54,simulated
internlm-20b,a100,4,32,59.92,59.92,58.84,58.84,1.018,4.31,0.0,134.08,136.56,simulated
internlm-20b,a100,4,64,59.92,59.92,58.83,58.83,1.019,4.32,0.0,134.09,136.57,simulated
internlm-20b,a100,4,128,59.9200,59.9200,58.8300,58.8300,1.0185,1.0900,0.0000,2136.18,2175.76,analytical
internlm-20b,a100,8,4,99.75,109.62,76.04,85.46,1.312,96.62,0.0,73.15,93.89,simulated
internlm-20b,a100,8,8,109.56,109.56,58.83,58.83,1.862,202.91,0.0,73.19,136.57,simulated
internlm-20b,a100,8,16,109.56,109.56,58.83,58.83,1.862,202.91,0.0,73.19,136.57,simulated
internlm-20b,a100,8,32,109.56,109.56,58.83,58.83,1.862,202.9,0.0,73.19,136.57,simulated
internlm-20b,a100,8,64,119.8400,119.8400,58.8300,58.8300,2.0371,61.0100,0.0000,534.05,1087.88,analytical
internlm-20b,a100,8,128,131.0846,131.0846,58.8300,58.8300,2.2282,72.2546,0.0000,976.47,2175.76,analytical
internlm-20b,a100,16,4,191.51,211.2,76.06,85.49,2.518,502.85,0.0,37.92,93.86,simulated
internlm-20b,a100,16,8,211.14,211.14,58.84,58.84,3.588,609.22,0.0,37.93,136.56,simulated
internlm-20b,a100,16,16,211.14,211.14,58.84,58.84,3.588,609.22,0.0,37.93,136.56,simulated
internlm-20b,a100,16,32,208.8400,208.8400,58.8300,58.8300,3.5499,150.0100,0.0000,153.23,543.94,analytical
internlm-20b,a100,16,64,239.6800,239.6800,58.8300,58.8300,4.0741,180.8500,0.0000,267.02,1087.88,analytical
internlm-20b,a100,16,128,275.0742,275.0742,58.8300,58.8300,4.6757,216.2442,0.0000,465.33,2175.76,analytical
internlm-20b,a100,32,4,380.61,419.96,76.06,85.49,5.004,1337.9,0.0,19.06,93.86,simulated
internlm-20b,a100,32,8,419.91,419.91,58.84,58.84,7.136,1444.28,0.0,19.06,136.56,simulated
internlm-20b,a100,32,16,412.8214,412.8214,58.8400,58.8400,7.0160,353.9814,0.0000,38.76,271.92,analytical
internlm-20b,a100,32,32,407.4000,407.4000,58.8300,58.8300,6.9250,348.5700,0.0000,78.55,543.94,analytical
internlm-20b,a100,32,64,479.3600,479.3600,58.8300,58.8300,8.1482,420.5300,0.0000,133.51,1087.88,analytical
internlm-20b,a100,32,128,564.0305,564.0305,58.8300,58.8300,9.5875,505.2005,0.0000,226.94,2175.76,analytical
internlm-20b,a100,64,4,760.72,839.39,81.34,90.77,9.352,3015.62,21.11,9.53,88.39,simulated
internlm-20b,a100,64,8,831.1307,831.1307,58.8400,58.8400,14.1253,772.2907,0.0000,9.63,135.96,analytical
internlm-20b,a100,64,16,816.5129,816.5129,58.8400,58.8400,13.8768,757.6729,0.0000,19.60,271.92,analytical
internlm-20b,a100,64,32,804.5200,804.5200,58.8300,58.8300,13.6753,745.6900,0.0000,39.78,543.94,analytical
internlm-20b,a100,64,64,958.7200,958.7200,58.8300,58.8300,16.2964,899.8900,0.0000,66.76,1087.88,analytical
internlm-20b,a100,64,128,1142.4751,1142.4751,58.8300,58.8300,19.4199,1083.6451,0.0000,112.04,2175.76,analytical
internlm-20b,a100,128,4,1516.5746,1678.0932,81.3400,90.0029,18.6449,1435.2346,0.0000,2.64,49.18,analytical
internlm-20b,a100,128,8,1655.2949,1655.2949,58.8400,58.8400,28.1321,1596.4549,0.0000,4.83,135.96,analytical
internlm-20b,a100,128,16,1623.8957,1623.8957,58.8400,58.8400,27.5985,1565.0557,0.0000,9.85,271.92,analytical
internlm-20b,a100,128,32,1598.7600,1598.7600,58.8300,58.8300,27.1759,1539.9300,0.0000,20.02,543.94,analytical
internlm-20b,a100,128,64,1917.4400,1917.4400,58.8300,58.8300,32.5929,1858.6100,0.0000,33.38,1087.88,analytical
internlm-20b,a100,128,128,2299.6423,2299.6423,58.8300,58.8300,39.0896,2240.8123,0.0000,55.66,2175.76,analytical
internlm-20b,a100,256,4,3029.6223,3352.2837,81.3400,90.0029,37.2464,2948.2823,0.0000,1.32,49.18,analytical
internlm-20b,a100,256,8,3303.6232,3303.6232,58.8400,58.8400,56.1459,3244.7832,0.0000,2.42,135.96,analytical
internlm-20b,a100,256,16,3238.6614,3238.6614,58.8400,58.8400,55.0418,3179.8214,0.0000,4.94,271.92,analytical
internlm-20b,a100,256,32,3187.2400,3187.2400,58.8300,58.8300,54.1771,3128.4100,0.0000,10.04,543.94,analytical
internlm-20b,a100,256,64,3834.8800,3834.8800,58.8300,58.8300,65.1858,3776.0500,0.0000,16.69,1087.88,analytical
internlm-20b,a100,256,128,4614.1190,4614.1190,58.8300,58.8300,78.4314,4555.2890,0.0000,27.74,2175.76,analytical
internlm-20b,a100,512,4,6055.7176,6700.6649,81.3400,90.0029,74.4494,5974.3776,0.0000,0.66,49.18,analytical
internlm-20b,a100,512,8,6600.2799,6600.2799,58.8400,58.8400,112.1733,6541.4399,0.0000,1.21,135.96,analytical
internlm-20b,a100,512,16,6468.1929,6468.1929,58.8400,58.8400,109.9285,6409.3529,0.0000,2.47,271.92,analytical
internlm-20b,a100,512,32,6364.2000,6364.2000,58.8300,58.8300,108.1795,6305.3700,0.0000,5.03,543.94,analytical
internlm-20b,a100,512,64,7669.7600,7669.7600,58.8300,58.8300,130.3716,7610.9300,0.0000,8.34,1087.88,analytical
internlm-20b,a100,512,128,9243.1442,9243.1442,58.8300,58.8300,157.1162,9184.3142,0.0000,13.85,2175.76,analytical
internlm-20b,a40,4,4,201.8,225.85,201.82,225.89,1.0,0.0,0.0,35.46,35.46,simulated
internlm-20b,a40,4,8,154.68,154.68,154.67,154.67,1.0,0.0,0.0,51.8,51.81,simulated
internlm-20b,a40,4,16,154.72,154.72,154.67,154.67,1.0,0.0,0.0,51.79,51.81,simulated
internlm-20b,a40,4,32,154.71,154.71,154.72,154.72,1.0,0.0,0.0,51.8,51.79,simulated
internlm-20b,a40,4,64,154.68,154.68,154.72,154.72,1.0,0.0,0.0,51.81,51.79,simulated
internlm-20b,a40,4,128,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,827.51,827.51,analytical
internlm-20b,a40,8,4,202.08,226.18,202.08,226.18,1.0,0.0,0.0,35.41,35.41,simulated
internlm-20b,a40,8,8,154.72,154.72,154.72,154.72,1.0,0.0,0.0,51.79,51.79,simulated
internlm-20b,a40,8,16,154.72,154.72,154.72,154.72,1.0,0.0,0.0,51.79,51.79,simulated
internlm-20b,a40,8,32,154.72,154.72,154.72,154.72,1.0,0.0,0.0,51.79,51.79,simulated
internlm-20b,a40,8,64,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,413.76,413.76,analytical
internlm-20b,a40,8,128,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,827.51,827.51,analytical
internlm-20b,a40,16,4,203.89,228.0,202.15,226.25,1.009,6.99,0.0,35.13,35.4,simulated
internlm-20b,a40,16,8,223.53,223.53,154.72,154.72,1.445,275.24,0.0,35.83,51.79,simulated
internlm-20b,a40,16,16,223.53,223.53,154.72,154.72,1.445,275.24,0.0,35.83,51.79,simulated
internlm-20b,a40,16,32,154.7400,154.7400,154.7200,154.7200,1.0001,0.0200,0.0000,206.80,206.83,analytical
internlm-20b,a40,16,64,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,413.76,413.76,analytical
internlm-20b,a40,16,128,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,827.51,827.51,analytical
internlm-20b,a40,32,4,387.39,426.75,202.15,226.25,1.916,802.0,0.0,18.76,35.4,simulated
internlm-20b,a40,32,8,426.69,426.69,154.72,154.72,2.758,1087.89,0.0,18.76,51.79,simulated
internlm-20b,a40,32,16,316.9150,316.9150,154.7200,154.7200,2.0483,162.1950,0.0000,50.49,103.41,analytical
internlm-20b,a40,32,32,154.7800,154.7800,154.7200,154.7200,1.0004,0.0600,0.0000,206.75,206.83,analytical
internlm-20b,a40,32,64,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,413.76,413.76,analytical
internlm-20b,a40,32,128,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,827.51,827.51,analytical
internlm-20b,a40,64,4,760.72,839.39,202.15,226.25,3.763,2452.58,0.0,9.53,35.4,simulated
internlm-20b,a40,64,8,833.0100,833.0100,154.7200,154.7200,5.3840,678.2900,0.0000,9.60,51.71,analytical
internlm-20b,a40,64,16,513.5150,513.5150,154.7200,154.7200,3.3190,358.7950,0.0000,31.16,103.41,analytical
internlm-20b,a40,64,32,154.8600,154.8600,154.7200,154.7200,1.0009,0.1400,0.0000,206.64,206.83,analytical
internlm-20b,a40,64,64,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,413.76,413.76,analytical
internlm-20b,a40,64,128,154.6800,154.6800,154.6800,154.6800,1.0000,0.0000,0.0000,827.51,827.51,analytical
internlm-20b,a40,128,4,1507.3800,1676.7207,202.1500,224.8597,7.4567,1305.2300,0.0000,2.65,19.79,analytical
